name,owner,stars,status,description,topics,tags
obsidain-vika-sync,romantic-black,37,200,,,other
new-note-new-window,Pr0dt0s,11,200,Plugin for opening new notes in a floating window in Obsidian (https://obsidian.md),,note-taking
obsidian-awesome-flashcard,AwesomeDog,30,200,Handy Anki integration for Obsidian.,,integration
obsidian-daily-note-outline,iiz00,113,200,"Add a custom view which shows outline of multiple daily notes with headings, links, tags and list items",,note-taking
obsidian-edit-gemini,Basil-Mori,6,200,,,other
obsidian-pretty-bibtex,sandrofigo,30,200,A plugin for Obsidian that shows raw BibTeX bibliography entries in a prettier way. (https://obsidian.md),bibtex;obsidian;obsidian-md;plugin;prettify,other
obsidian-frontmatter-links,Trikzon,71,200,An Obsidian plugin that renders links in a note's frontmatter as links.,,note-taking
obsidian-scroll-to-top-plugin,cloudhao1999,53,200,This is a plugin for Obsidian that adds a button to scroll to the top of the current note (Not just that).,obsidian;obsidian-plugin;scrollview,note-taking
obsidian-old-note-admonitor,tadashi-aikawa,20,200,,,other
obsidian-export-image,zhouhua,155,200,Easily convert your article to image.,,other
obsidian-page-gallery,tokenshift,77,200,Generates a gallery based on selected page contents.,,other
obsidian42-strange-new-worlds,TfTHacker,488,200,Revealing the strange new world of connected thoughts in your vault.,obsidian-md;obsidian-plugin,other
obsidian-dynbedded,MMoMM-org,29,200,"Embed snippets, templates and any linkable by delegating the current scope to the embedded file either by using a direct reference or as reference with date naming format relative from today.",,other
obsidian-copy-as-html,mvdkwast,60,200,"Obsidian plugin: copy document as HTML, including images",,other
obsidian-chorded-hotkeys,ConnorMeyers,29,200,"Type multiple letters at the same time to trigger text insertion, template insertion, or command execution.",,other
obsidian-dirtreeist,k4a-l,30,200,Render a directory Structure Diagram from a markdown lists in codeblock.,,note-taking
obsidian-handlebars,sbquinlan,25,200,This is a plugin for Obsidian adding support for the Handlebars template engine in Obsidian notes,,note-taking
obsidian-3d-graph,AlexW00,320,200,👓 A 3D graph for Obsidian!,d3;d3js;graph;graphs;obsidian,other
obsidian-relation-pane,mottox2,23,200,,obsidian-md;obsidian-plugin;typescript;svelte,other
obsidian-rapid-notes,valteriomon,54,200,,,other
obsidian-emo-uploader,yaleiyale,42,200,Use image/file hosting in Obsidian by clipboard or draging file. Obsidian 图床聚合 & Github上传器,obsidian;uploader,other
obsidian-deepl,friebetill,50,200,DeepL for Obsidian.,deepl;obsidian-md;obsidian-plugin;translation;translation-api,other
quranlookup,abuibrahim2,47,200,Retrieve Quran verses in Obsidian.md easily with this simple text replacement plugin,quran;quran-s;obsidian-md,other
obsidian-sigma,monesga,26,200,,,other
Obsidian-Better-Reading-Mode,Quorafind,135,200,A bionic reading plugin for Live preview mode in Obsidian,,other
Obsidian-New-Bullet-With-Time,Quorafind,39,200,A plugin allows you to auto add current time to new bullet line.,,other
obsidian-md-to-jira,muckmuck96,30,200,"An obsidian.md plugin, which provides a markdown to jira markup converter",,note-taking
obsidian-achievements,Zachatoo,26,200,Add achievements to Obsidian to help guide the user to build good habits in Obsidian.,obsidian-plugin;svelte;typescript,other
obsidian-code-preview,hankjs,36,200,Obsidian code block render by file path,,other
obsidian-toggle-meta-yaml-plugin,hua03,21,200,,,other
obsidian-smart-links,kemayo,31,200,,,other
Obsidian-Daily-Notes-Editor,Quorafind,225,200,"A plugin for you to edit a bunch of daily notes in one page(inline), which works similar to Roam Research's default daily note view.",,note-taking
obsidian-bpmn-plugin,joleaf,31,200,A small BPMN viewer for obsidian notes.,,note-taking
obsidian-image-layouts,vertis,169,200,,,other
obsidian-asciimath,widcardw,33,200,Asciimath support for Obsidian (based on asciimath-parser),,other
Obsidian-Double-Click-Tab,Quorafind,25,200,"A plugin to modify the default behavior when you double click on the tab title, like close tab.",,other
scrybble,Scrybbling-together,42,200,Obsidian sync plugin for scrybble,obsidian;obsidian-md;obsidian-plugin;pkm;remarkable-tablet,integration
obsidian-auto-glossary,ennioitaliano,77,200,Obsidian plugin that allows user to create a glossary of notes or a MOC from a selected folder.,obsidian;obsidian-md;obsidian-plugin;pkm;plugin,note-taking
obsidian-samepage,samepage-network,14,200,,,other
obsidian-numerals,gtg922r,495,200,An obsidian plugin which turns a math code block into a full featured calculator,mathjs;obsidian-md;obsidian-plugin,other
obsidian-plugin-dynamodb,leenattress,6,200,This plugin for Obsidian.md allows you to perform simple AWS DynamoDB queries within your markdown documentation.,,note-taking
hidden-folder-obsidian,ptrsvltns,15,200,obsidian plugin for hidden folder,,other
makemd,Make-md,1533,200,,obsidian-md;obsidian-plugin,other
obsidian-markdown-export-plugin,bingryan,88,200,This plugin allows to export directory/single markdown to a folder. support output format(html/markdown),directory;export;markdown;obsidian-md;plugin,note-taking
sync-graph-settings,Xallt,29,200,This is a plugin for syncing graph settings (Color Groups and Search Filters) to Local Graphs,,integration
obsidian-writing,johackim,83,200,Write and format your next book directly from Obsidian,obsidian;obsidian-md;obsidian-plugin,other
obsidian-transcription,djmango,187,200,Obsidian plugin to create high-quality transcriptions from markdown linked audio files,obsidian-md;obsidian-plugin;asr;ffmpeg;speech-recognition,note-taking
obsidian-mindmap-nextgen,james-tindal,262,200,Create mind maps from your obsidian markdown files,markdown;markmap;mindmap;obsidian;obsidian-plugin,note-taking
obsidian-link-opener,zorazrr,25,200,Obsidian plugin to open external links in modals or tabs,obsidian,other
obsidian-clipper,jgchristopher,254,200,Obsidian plugin that allows users to clip parts of a website into their obsidian daily note (or new note),,note-taking
obsidian-prozen,cmoskvitin,44,200,Obsidian plugin for going FULL screen,,other
obsidian-aggregator,Seraphli,28,200,"This plugin helps you gather information from files, and make a summary in the file.",,other
obsidian-autoscroll,petr-nazarov,6,200,,,other
obsidian-stylist,ixth,45,200,Obsidian plugin that allows to add classes and styles on markdown blocks,css;obsidian;obsidian-plugin,note-taking
Text-Dataset-Aid-Plugin,conneroisu,38,200,This is a obsidian plugin to help with the creation of personal jsonl datasets for text generation models.,fine-tuning;finetuning;language-model;obsidian;obsidian-md,other
obsidian-chordlyrics,nevernotmove,54,200,Obsidian.md plugin that displays chords over lyrics.,chords;lyrics;music;obsidian;obsidian-md,other
crumbs-obsidian,tgrosinger,28,200,Breadcrumb navigation in Obsidian.md,,other
d2-obsidian,terrastruct,245,200,The official D2 plugin for Obsidian. D2 is a modern diagram scripting language thats turns text to diagrams.,diagramming;diagrams;obsidian;software-architecture;text-to-diagram,other
obsidian-translate,Fevol,123,200,Translate text and entire notes in Obsidian,translation;obsidian-md;obsidian-plugin;translate,note-taking
obsidian-dmn-plugin,joleaf,3,200,A DMN viewer plugin for obsidian.,,other
obsidian-fuzzytag,adriandersen,15,200,,,other
obsidian-project-garden,bgoosman,25,200,,,other
workona-to-obsidian,Holmes555,11,200,Plug-in for Obsidian.md which will import Workona json file,,other
obsidian-readlater,Canna71,54,200,,,other
Obsidian-Surfing,PKM-er,517,200,An Obsidian plugin that lets you browse the web within Obsidian.,,other
obsidian-toggle-case,MatthewAlner,9,200,Obsidian plugin to toggle between `lowercase` `UPPERCASE` and `Title Case`,,other
obsidian-open-gate,nguyenvanduocit,194,200,Empower your Obsidian notes with seamless web integration.,obsidian;obsidian-plugin,integration;note-taking
Obsidian-Canvas-Presentation,Quorafind,81,200,A plugin to help you display cards based on sequence. ,,other
obsidian-paste-as-html-plugin,maotong06,27,200,,,other
file-forgetting-curve-obsidian,ptrsvltns,19,200,File Forgetting Curve,,other
obsidian-basetag,darrenkuro,30,200,A lightweight obsidian plugin to render the basename of tags in preview mode.,obsidian;obsidian-md;obsidian-plugin,other
obsidian-todo-sort,ryangomba,17,200,A plugin for Obsidian that sorts todos within a note,,note-taking;productivity
obsidian-keyshots,KrazyManJ,107,200,🔮📝 Obsidian plugin that adds classic hotkey/shortcuts commands from popular IDEs like Visual Studio Code or JetBrains Family.,obsidian-md;obsidian-plugin;obsidian-hotkeys,other
obsidian-wordy,nqthqn,50,200,"Plugin for Obsidian.md — Thesaurus, dictionary and more using the Datamuse API",,integration
obsidian-danpung,nakalsio,14,200,Obsidian plugin for link suggestion,,other
obsidian-local-images-plus,Sergei-Korneev,375,200,This repo is a reincarnation of obsidian-local-images plugin which main aim was downloading images in md notes to local storage.,,note-taking
obsidian-google-photos,alangrainger,106,200,Connect to Google Photos from Obsidian,,other
obsidian-wakatime,wakatime,65,200,Obsidian.md plugin for automatic time tracking and metrics generated from your Obsidian usage activity.,obsidian-plugin;time-tracker;time-tracking,other
obsidian-text-extractor,scambier,431,200,A (companion) plugin to facilitate the extraction of text from images (OCR) and PDFs.,obsidian;obsidian-plugin;ocr;pdf,other
obsidian-review-notes-plugin,tjandy98,9,200,,,other
obsidian-gpt3-notes,micahke,170,200,An Obsidian plugin to generate notes based on GP3 output.,,note-taking
obsidian-audio-notes,jjmaldonis,166,200,Easily take notes on podcasts and other audio files using Obsidian Audio Notes.,audio;mp3;notes;obsidian;podcasts,note-taking
obsidian-checklist-reset,lhansford,17,200,Add a command to reset the state of any checklists in a document in Obsidian,,other
obsidian-mermaid,dartungar,247,200,Tools for improved Mermaid.js experience in Obsidian.md,,other
obsidian-boost-link-suggestions,jglev,10,200,An Obsidian (https://obsidian.md) plugin for altering the order of inline link suggestions by link count and manual boosts.,,other
obsidian-webpage-export,KosmosisDire,1080,200,"Export html from single files, canvas pages, or whole vaults. Direct access to the exported HTML files allows you to publish your digital garden anywhere. Focuses on flexibility, features, and style parity.",html;obsidian;obsidian-plugin;publish,other
obsidian-file-color,ecustic,162,200,An Obsidian plugin for setting colors on folders and files in the file tree.,,other
hugo-preview-obsidian,fzdwx,40,200,:superhero: Hugo preview in obsidian,hugo;obsidian;plugin,other
file-chucker-plugin,kenlim,14,200,,,other
obsidian-plugin,slpbx,70,200,"Save data directly to Obsidian with a specified template. Capture from Telegram, WhatsApp, Slack, Email, SMS, Raycast and more.",obsidian;obsidian-plugin;sms;telegram;whatsapp,other
quote-share,nguyenvanduocit,22,200,Generate beautifull image from Obsidian.,canvas;gradient;obsidian;obsidian-plugin,other
obsidian-canvas-randomnote,jmilldotdev,10,200,Random notes from search on the Obsidian canvas,,note-taking
spoiler-block-obsidian,AllJavi,27,200,Just a simple obsidian plugin to hide information until you want to reveal it,obsidian-md;obsidian-plugin,other
obsidian-terminal,polyipseity,220,200,"Integrate consoles, shells, and terminals.",obsidian;obsidian-plugin;terminal;terminal-emulator;console,other
obsidian-contacts,vbeskrovnov,76,200,"With this plugin, you can easily organize and manage your contacts within Obsidian. Simply create a note with contact information and use the plugin's features to quickly search, and sort through your contacts. Contacts plugin also helps you to remember birthdays of your contacts and keeps track of the last time you met them.",obsidian;obsidian-plugin,note-taking
obsidian-vega,Justin-J-K,36,200,Create Vega and Vega-Lite visualizations in https://obsidian.md/.,,other
Obsidian-Link-Nodes-In-Canvas,Quorafind,60,200,A plugin for you to add edges between notes in Canvas based on there links.,,note-taking
obsidian-canvas-css-class,Mara-Li,40,200,A plugin that will add a css class to your canvas & adding to each canvas the path to help personnalization ,,theme
obsidian-smart-connections,brianpetro,3828,200,"Chat with your notes & see links to related content with AI embeddings. Use local models or 100+ via APIs like Claude, Gemini, ChatGPT & Llama 3",chatgpt;embeddings;claude;gemini;llama3,integration;note-taking
obsidian-short-links,scottwillmoore,53,200,An Obsidian plugin to display short internal links.,obsidian;obsidian-plugin;plugin;typescript,other
obsidian-hyphenation,7596ff,21,200,Enables justified text and hyphenation,,other
obsidian-s3,ttax00,32,200,An Obsidian plugin for storage and retrieval of media attachments on S3 compatible services.,obsidian-plugin;s3-storage,other
obsidian-order-list-plugin,lizard-heart,5,200,,,other
obsidian-audio-player,noonesimg,116,200,audio player plugin with bookmarks for Obsidian.md ,obsidian;obsidian-plugin;vue3-typescript,other
obsidian-task-marker,wenlzhang,44,200,An Obsidian plugin to change task status and append text with hotkeys and right-click context menu.,,productivity
weekly-review,brandonkboswell,33,200,,,other
obsidian-pending-notes,ulisesantana,32,200,Obsidian plugin for searching links without notes in your vault.,,note-taking
obsidian-email-block-plugin,joleaf,35,200,An email block for obsidian notes.,,note-taking
obsidian-code-emitter,mokeyish,336,200,An obsidian plugin that allows  code blocks executed interactively in sandbox like jupyter notebooks. Supported language rust、kotlin、python、Javascript、TypeScript etc.,code-runner;jupyter;markdown;obsidan,note-taking
obsidian-plugin-groups,Mocca101,134,200,A plugin that allows you to easily group and manage your other plugins in Obsidian.,obsidian-md;obsidian-plugin;ts;plugin,other
obsidian-ivre-plugin,ivre,33,200,Grabs data from IVRE and brings it into Obsidian notes,cti;ioc;ivre;obsidian;obsidian-md,note-taking
obsidian-canvas-conversation,AndreBaltazar8,103,200,A plugin for Obsidian that allows you to create a canvas conversation using ChatGPT.,,other
obsidian-image-captions,alangrainger,131,200,Add captions to images with inline Markdown and link support. The caption format is compatible with the CommonMark spec and other Markdown applications.,,note-taking
obsidian-the-one-ring-2e-statblocks,modality,10,200,"An Obsidian plugin to render stat blocks for The One Ring, Second Edition.",,other
obsidian-reference-map,anoopkcn,221,200,Reference and citation map for literature review and discovery,citation-mapping;citations;literature-review;literature-search;obsidian-plugin,other
khoj,khoj-ai,30420,200,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",semantic-search;emacs;obsidian-md;chat;chatgpt,other
obsidian-custom-file-extensions-plugin,MeepTech,54,200,An obsidian plugin allowing you to register and view different file extensions in a modular manner.,,other
obsidian-incremental-id,adziok,18,200,,,other
Obsidian-Canvas-MindMap,Quorafind,325,200,A plugin to make your canvas work like a mindmap.,,other
obsidian-link-exploder,benhughes,98,200,,,other
obsidian-cycle-in-sidebar-plugin,houcheng,14,200,Cycle through tabs of left/ right sidebar panel,,other
obsidian-adamantine-pick,notlibrary,31,200,Embeddable Pikchr(https://pikchr.org) diagrams renderer plugin for Obsidian(https://obsidian.md),diagramming;obsidian-plugin;pikchr;obsidian-md,other
obsidian-antidote,Heziode,22,200,"An Obsidian integration of Antidote, a powerful grammar checker",,integration
s3-image-uploader,jvsteiner,59,200,"This project implements an image uploader, similar to others offered by the community, with one important difference: you can provide your own s3 based storage, instead of relying on a third party service, such as imgur. ",,other
Obsidian-Canvas-Filter,IKoshelev,39,200,Obsidian Canvas plugin that let's you show only pages / arrows with specific tags / colors / connections.,,other
obsidian-note-aliases,pulsovi,21,200,This plugin manages wikilinks aliases and save them on the aliases list of the linked note,,note-taking
obs-text-wrapper,smx0,9,200,Plugin for Obsidian,,other
obsidian-kill-and-yank,inouetakuya,13,200,Obsidian plugin to enable kill and yank in editor,,other
obsidian-double-colon-conceal,msrch,18,200,Obsidian plugin to display double colon (i.e. Dataview inline fields) as a single colon for more natural reading experience.,obsidian-plugin,other
grappling-hook,chrisgrieser,47,200,Obsidian Plugin for blazingly fast file switching. For those who find the Quick Switcher still too slow.,obsidian-plugin;file-switching,other
obsidian-yt-transcript,lstrzepek,133,200,,obsidian-plugin;youtube-api,other
obsidian-habit-calendar,hedonihilist,35,200,"Monthly Habit Calendar for DataviewJS. This plugin helps you render a calendar inside DataviewJS code block, showing your habit status within a month.",,note-taking
obsidian-console,dellermann,19,200,An Obsidian plugin which renders console commands and their output.,,other
obsidian-quip,sblakey,31,200,Obsidian plugin to publish notes to Quip.com,,note-taking
obsidian-custom-classes,LilaRest,93,200,A minimal Obsidian plugin that allows you to add your own HTML classes to chosen Markdown elements directly from your notes.,classes;html;markdown;obsidian-md;obsidian-plugin,note-taking
obsidian-babashka,filipesilva,56,200,Run Obsidian Clojure(Script) codeblocks in Babashka.,,other
obsidian-dmn-eval-plugin,joleaf,3,200,A DMN evaluation plugin for obsidian notes.,,note-taking
restore-tab-key,jrymk,61,200,"An Obsidian plugin to make the tab key insert a tab, and make it feel like any other IDE regarding tabs and indentation.",obsidian;obsidian-md;obsidian-plugin,other
obsidian-omnivore,omnivore-app,856,200,Obsidian plugin to fetch articles and highlights from Omnivore,obsidian;obsidian-plugin,other
obsidian-inbox,Zachatoo,26,200,"Show in app notification on startup if there is data to process in the ""inbox"" note/folder.",obsidian-plugin;typescript;svelte,note-taking
obsidian-text-progress-bar,michaeladams,43,200,Low-fi text-based progress bar for Obsidian,obsidian-md;obsidian-plugin,other
obsidian-reading-comments,BumbrT,50,200,"Reading comments, for consuming books or large articles in markdown with https://obsidian.md/. ",markdown-viewer;obsidian-md;obsidian-notes;obsidian-plugin,note-taking
obsidian-progressbar,zwpaper,51,200,Code block plugin for Obsidian generating a progress bar,obsidian-plugin;progressbar,other
kindle-csv-converter-obsidian,alvaro-cas,8,200,Import your Kindle notes in .csv and Clippings format to Obsidian.,,note-taking
obsidian-material-symbols,cberane,7,200,,,other
obsidian-unicode-search,BambusControl,49,200,Simple Unicode character search for Obsidian.md,obsidian-plugin;unicode;obsidian-md,other
obsidian-awesome-reader,AwesomeDog,96,200,Make Obsidian a proper Reader.,,other
obsidian-latex-algorithms,SamZhang02,18,200,A simple plugin for writing Algorithms and pseudocodes in Obsidian.md,,other
obsidian-heading-level-indent,svonjoi,61,200,obsidian plugin for hierarchical structuration of document content based on heading levels,,other
ob-open-files-with-commands,LostPaul,19,200,Create commands that only open one file at the time and that can be used with the commander plugin.,obsidian-md;obsidian-plugin;typescript,other
obsidian-no-empty-windows,popscallion,2,200,,,other
obsidian-marp-plugin,JichouP,147,200,Plugin to use Marp with Obsidian,obsidian-md;obsidian-plugin;typescript,other
o2,songkg7,28,200,Converts obsidian markdown syntax to other platforms.,converter;obsidian;obsidian-plugin;jekyll;chirpy,note-taking
obsidian-create-note-in-folder,Mara-Li,25,200,Set a folder in settings and get directly a command to create a note in it. Use this with QuickAdd/Button to get more pratical things :D,,note-taking
obsidian-apple-books-plugin,atfzl,44,200,Sync your Apple Books highlights in Obsidian,,integration
obsidian-msg-handler,ozntel,19,200,,,other
ObsiDOOM,twibiral,68,200,Play DOOM and other retro games in your Obsidian.md notetaking application,,note-taking
aw-watcher-obsidian,LordGrimmauld,78,200,Obsidian plugin to track user activity with ActivityWatch,activitywatch;activitywatch-watcher;analytics;obsidian;obsidian-plugin,other
obsidian-mixa,mixasite,19,200,Publish your notes and blog posts directly from Obsidian with Mixa,blogging;obsidian-md;obsidian-plugin;publishing;sitebuilder,note-taking
obsidian-vextab,luigman,36,200,,,other
obsidian-callout-manager,eth-p,192,200,An Obsidian.md plugin that makes creating and configuring callouts easy.,,other
obsidian-awesome-image,AwesomeDog,57,200,One-stop solution for image management.,,other
obsidian-callout-integrator,Cleoche,29,200,A plugin for Obsidian to allow the integration of long blocks of text into callouts.,,integration
obsidian-emoji-magic,SimplGy,21,200,Makes it easier to add emojis using an improved keyword search,obsidian;obsidian-md;obsidian-plugin,other
obsidian-optimize-canvas-connections,felixchenier,53,200,An Obsidian plugin that declutters a canvas by reconnecting notes using their nearest edges,,note-taking
obsidian-home-tab,olrenso,309,200, A browser-like search tab for your local files in Obsidian. ,obsidian-md;obsidian-plugin,other
chatgpt-md,bramses,966,200,A (nearly) seamless integration of ChatGPT into Obsidian.,,integration
obsidian-open-weather,willasm,53,200,Obsidian plugin for OpenWeather API,,integration
obsidian-emoji-titler,HyeonseoNam,13,200,,,other
obsidian-perilous-writing,sameersismail,30,200,"An Obsidian plugin which demands writing output, at the threat of bludgeoning your in-progress work.",obsidian;obsidian-md;obsidian-plugin;writing-tool,other
obsidian-ibook-plugin,bingryan,73,200,export mac ibook annotations/hightlights to obsidian vault,ibook;ibooks-annotations;ibooks-highlights;obsidian;notes,other
obsidian-float,KarthikRaju391,11,200,This is a plugin for obsidian which highlights a block of text or a word as you scroll down while reading.,,other
zen,Maxymillion,51,200,"A focus mode Obsidian plugin. Inspired by ""iA Writer"".",obsidian-md;obsidian-plugin,other
Fantasy-Content-Generator,Gregory-Jagermeister,44,200,a fantasy name generator for Obsidian,generator;obsidian-md;obsidian-plugin,other
obsidian-tasks-calendar-wrapper,Leonezz,228,200,"This plugin currently provides a timeline view to display your tasks from your obsidian valut, with customizable filters and renderring options.",,productivity
obsidian-open-in-new-tab,patleeman,110,200,,,other
Commando,qaptoR,7,200,Obsidian Plugin for automatically repeating commands with loop iterations,,other
obsidian-file-publisher,yiglas,13,200,,,other
obsidian-global-search-and-replace,MahmoudFawzyKhalil,97,200,A plugin to do a global search and replace in all your Obsidian vault files.,,other
obsidian-image-upload-toolkit,addozhang,53,200,An obsidian plugin for uploading local images embedded in markdown to remote store and export markdown for publishing to static site.,,note-taking
Gene-AI,MatissJurevics,32,200,An AI assistant plugin for Obsidian,ai;gpt-3;obsidian-md;obsidian-plugin;openai-api,other
obsidian-latex-unicode,fjdu,5,200,Convert LaTeX commands into unicode sequences,,other
nl-syntax-highlighting,artisticat1,120,200,"Highlight adjectives, nouns, adverbs, verbs, and conjunctions in Obsidian.md",,other
focus-active-sentence,artisticat1,41,200,Highlight the active sentence in Obsidian.md,,other
obsidian-plugin-journal-review,Kageetai,44,200,"Review your daily notes on their anniversaries, like ""what happened today last year""",obsidian;obsidian-md;obsidian-plugin,note-taking
obsidian-brainframe,pedersen,26,200,,,other
gemmy,ericaxu,59,200,,,other
obsidian-code-note,waiting0324,18,200,The obsidian plugin can help you organize source code note easily.,,note-taking
obsidian-jelly-snippets,rabirabirara,25,200,A simple text snippets plugin for Obsidian.md. BACKUP SNIPPETS BEFORE UPDATING.,,other
obsidian-prio-plugin,Tekknoman,7,200,"Obsidian Plugin, to prioritize stuff in Obsidian",,other
obsidian-tiddlywiki,lucasbordeau,22,200,Import/export TiddlyWiki tiddler files with Obsidian,,other
Obsidian-Float-Search,Quorafind,170,200,A plugin for searching text by using Obsidian default search view.,,other
obsidian-avatar,maradotwebp,38,200,An obsidian plugin for displaying an avatar image in front of your notes.,obsidian;obsidian-md;obsidian-plugin,note-taking
obsidian-build,meld-cp,30,200,"Write and execute (sandboxed) JavaScript to render templates, query DataView and create dynamic notes.",,note-taking
obsidian-page-properties,necauqua,22,200,A plugin that adds Logseq-like page tags to Obsidian,,other
obsidian-testing-vault,pedersen,16,200,,,other
obsidian-x86-flow-graph,dwolfe884,24,200,My first Obsidian plugin for making my reverse engineering notes more useful,assembly-x86;obsidian;obsidian-md;obsidian-plugin;plugin,note-taking
oz-calendar,ozntel,40,200,,,other
obsidian-to-omnifocus,lizard-heart,36,200,,,other
obsidian-aicommander-plugin,yzh503,90,200,,,other
obsidian-pseudocode,ytliu74,111,200,An obsidian plugin that helps to render a LaTeX-style pseudocode inside a code block.,latex;obsidian-plugins,other
obsidian-advanced-merger,antoKeinanen,18,200,,,other
obsidian-hd-unfilled-stats-highlighter,White7292,10,200,Prefixes stats that haven't been filled out yet.,,other
obsidian-gpt,M7mdisk,44,200,Ask GPT from your notes and get personalized answers based on your knowledge base.,obsidian-md;obsidian-plugin;typescript,note-taking
obsidian-companion,rizerphe,324,200,"Autocomplete your obsidian notes with AI, including ChatGPT, through a copilot-like interface.",ai;ai21labs;chatgpt;large-language-models;nlp,note-taking
obsidian-get-stock-information,mikejongbloet,10,200,,,other
obsidian-frontmatter-alias-display,notmuhammad,30,200,A plugin for Obsidian.md to show front-matter aliases as display names in the file menu.,javascript;obsidian-md;obsidian-plugin;typescript;zettelkasten,other
Obsidian_CharacterInsertionPlugin,TakamiChie,3,200,カーソル前に記号を挿入するプラグイン(Plug-in to insert symbol before cursor),obsidian-plugin;obsidian-md,other
whisper-obsidian-plugin,nikdanilov,286,200,Speech-to-text in Obsidian using OpenAI Whisper,obsidian;whisper;openai-whisper;speech-to-text;stt,other
obsidian-colorful-note-borders,rusi,41,200,,,other
obsidian-code-files,lukasbach,157,200,Plugin for ObsidianMD to show and edit code files along other notes.,code;editor;files;ide;monaco,note-taking
obsidian-flashcard-learning,gaetanmuck,11,200,Obsidian plugin. Uses flashcard system to learn things across own notes.,,note-taking
any-block,any-block,333,200,"You can flexibility to create a 'Block' by many means. It also provides many useful features, like `list to table`. (obsidian/markdown-it/vuepress plugin/app)",,note-taking
obsidian-wucai,makediff,12,200,"WuCai highlights Official, for Sync highlights into your obsidian notes",,integration;note-taking
obsidian-file-order,lukasbach,77,200,Obsidian plugin to reorder files with drag-and-drop by customizing a number-prefix in the filenames,files;obsidian;obsidian-md;obsidian-plugin;order,other
obsidian-tab-rotator,autohub7,5,200,Obsidian Rotate opened tabs with a specified time interval,obsidian-plugin,other
obsidian-open-selected-links,autohub7,7,200,This plugin would work by extending Obsidian's functionality to detect when multiple notes or files are being dragged onto its interface,,note-taking
obsidian-semantic-search,bbawj,118,200,Semantic search for Obsidian.md,obsidian-md;obsidian-plugin,other
select-current-line-plugin,gokulk16,5,200,Obsidian plugin to select the current line on 'Esc' button press.,,other
obsidian-wikipedia-helper,StrangeGirlMurph,54,200,"A better Obsidian Wikipedia plugin: Search, link, insert and open Wikipedia/Wikimedia articles directly from the app",obsidian-md;obsidian-plugin;wikipedia-api,other
vim-toggle,conneroisu,38,200,This is a plugin that adds the ability to toggle on and off vim into obsidian with a nice notice to let you know when you switched.,obsidian;obsidian-md;obsidian-notes;obsidian-plugin;obsidian-vault,other
obsidian-harada-method-plugin,yildbs,38,200,This Obsidian plugin is a tool to draw The Harada Method,,other
obsidian-marp-slides,samuele-cozzi,133,200,Create markdown-based Marp presentations in Obsidian ,,note-taking
flomo-to-obsidian,jia6y,119,200,Make Flomo Memos to Obsidian Notes,,note-taking
obsidian-tolino-notes-import,juergenbr,10,200,Obsidian plugin to import notes from a Tolino E-Reader,,note-taking
CodeblockCustomizer,mugiwara85,224,200,Codeblock Customizer plugin for Obsidian,,other
auto-classifier,HyeonseoNam,111,200,Auto classification plugin for Obsidian using ChatGPT.,,other
obsidian-ai-assistant,qgrail,339,200,AI Assistant Plugin for Obsidian,,other
obsidian-cron,cdloh,50,200,Obsidian cron / schedular plugin to schedule automatic execution of commands ,,other
obsidian-tray,dragonwocky,271,200,Run Obsidian from the system tray for customisable window management & global quick notes,,note-taking
obsidian-dynamic-timetable,L7Cy,47,200,Calculate the estimated completion time from the estimated task time and dynamically create a timetable.,,productivity
soomda,michaellee,10,200,🙈 Soomda — An Obsidian plugin that lets you quickly hide your sidebars.,obsidian;obsidian-plugin;focus,other
obsidian-inbox,tmfelwu,10,200,Quick capture to obsidian note,,note-taking
obsidian-hk-code-block,HeekangPark,64,200,Obsidian plugin developed by Heekang Park; Make code block looking good on reading view,,other
obsidian-link-range,rmellmer,26,200,Add ranged link support to Obsidian,,other
ring-a-secretary,vrtmrz,9,200,,,other
Obsidian-Latex-Matrices,Deltekk,3,200,An obsidian plugin to create latex matrices.,,other
obsidian-smart-rename,mnaoumov,36,200,Obsidian Plugin that helps to rename notes keeping previous title in existing links,obsidian;obsidian-md;obsidian-plugin,note-taking
obsidian-folder-notes,LostPaul,495,200,"Create notes within folders that can be accessed without collapsing the folder, similar to the functionality offered in Notion.",obsidian;obsidian-md;obsidian-plugin,note-taking
obsidian-pocketbook-cloud-highlight-importer,lenalebt,18,200,Imports highlights and notes from books stored in the pocketbook cloud to your obsidian vault,,note-taking
obsidian-pivotal-tracker-integration-plugin,JonnyDeates,5,200,,,other
obsidian-file-diff,friebetill,117,200,View the difference between two files within Obsidian.,file-differences;obsidian-md;obsidian-plugin;difference-viewer,other
obsidian-text2anki-openai,manibatra,9,200,,anki;gpt;obsidian-md;obsidian-plugin;openai,other
ultimate-todoist-sync-for-obsidian,HeroBlackInk,168,200,,,other
obsidian-reading-view-enhancer,Galacsh,29,200,This is a Obsidian plugin that enhances reading view. Main feature: arrow keys to toggle collapse. ,obsidian;obsidian-plugin;fold;preview;reading,other
crossbow,shoedler,52,200,Obsidian plugin to find possible backlinks in your notes,,note-taking
obsidian_google-keep-import,daledesilva,29,200,Imports Google Keep backup files,,other
